id,seller_id,name,description,price,stock,category,image_url,created_at
545,43,French Pastries,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",77.17,15,Curb & Gutter,http://dummyimage.com/132x100.png/5fa2dd/ffffff,2/11/2025
546,10,Wine - Chardonnay South,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,30.35,6,Painting & Vinyl Wall Covering,http://dummyimage.com/198x100.png/cc0000/ffffff,12/1/2024
547,47,Lemons,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",55.68,37,Drilled Shafts,http://dummyimage.com/224x100.png/ff4444/ffffff,8/12/2024
548,43,Sauce - Oyster,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",2.39,77,Ornamental Railings,http://dummyimage.com/138x100.png/ff4444/ffffff,1/15/2025
549,45,Paper - Brown Paper Mini Cups,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",40.32,86,Structural and Misc Steel (Fabrication),http://dummyimage.com/201x100.png/5fa2dd/ffffff,9/25/2024
550,40,Cucumber - English,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",17.79,83,Curb & Gutter,http://dummyimage.com/153x100.png/5fa2dd/ffffff,10/2/2024
551,38,Chickhen - Chicken Phyllo,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,78.22,21,EIFS,http://dummyimage.com/147x100.png/ff4444/ffffff,4/11/2025
552,35,Monkfish - Fresh,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",38.47,67,Marlite Panels (FED),http://dummyimage.com/112x100.png/ff4444/ffffff,6/1/2024
553,28,Cake - Lemon Chiffon,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",95.48,1,Overhead Doors,http://dummyimage.com/147x100.png/dddddd/000000,10/12/2024
554,3,Roe - Flying Fish,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",17.22,16,Electrical and Fire Alarm,http://dummyimage.com/154x100.png/dddddd/000000,6/7/2024
555,49,Mudslide,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",80.69,12,Marlite Panels (FED),http://dummyimage.com/244x100.png/ff4444/ffffff,10/21/2024
556,26,Mcgillicuddy Vanilla Schnap,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",71.51,17,Structural & Misc Steel Erection,http://dummyimage.com/102x100.png/cc0000/ffffff,9/27/2024
557,44,Chocolate Bar - Oh Henry,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",8.34,12,Framing (Steel),http://dummyimage.com/162x100.png/cc0000/ffffff,7/19/2024
558,2,Tea - Vanilla Chai,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",98.74,19,Drywall & Acoustical (MOB),http://dummyimage.com/206x100.png/5fa2dd/ffffff,4/5/2025
559,47,Bread - Corn Muffaletta,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",49.46,18,Retaining Wall and Brick Pavers,http://dummyimage.com/175x100.png/ff4444/ffffff,3/12/2025
560,7,"Fish - Artic Char, Cold Smoked","Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",71.99,62,Drilled Shafts,http://dummyimage.com/234x100.png/dddddd/000000,5/2/2024
561,45,Mudslide,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",67.89,53,Framing (Steel),http://dummyimage.com/161x100.png/cc0000/ffffff,2/8/2025
562,46,Wasabi Powder,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",83.85,15,Casework,http://dummyimage.com/176x100.png/ff4444/ffffff,12/1/2024
563,21,Bread Base - Goodhearth,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",91.04,64,Granite Surfaces,http://dummyimage.com/111x100.png/dddddd/000000,5/6/2024
564,40,"Rice Pilaf, Dry,package","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",46.13,47,Masonry & Precast,http://dummyimage.com/105x100.png/cc0000/ffffff,1/19/2025
565,44,Food Colouring - Orange,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",2.98,50,Retaining Wall and Brick Pavers,http://dummyimage.com/141x100.png/cc0000/ffffff,4/26/2024
566,27,Sauce - Salsa,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",36.08,24,Roofing (Metal),http://dummyimage.com/203x100.png/dddddd/000000,4/28/2024
567,23,Beer - Mill St Organic,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,3.47,56,Ornamental Railings,http://dummyimage.com/122x100.png/dddddd/000000,7/21/2024
568,36,Cinnamon - Stick,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",96.2,44,Asphalt Paving,http://dummyimage.com/120x100.png/5fa2dd/ffffff,8/9/2024
569,5,Pastrami,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",37.89,69,Termite Control,http://dummyimage.com/146x100.png/ff4444/ffffff,5/19/2024
570,30,Onions - Red Pearl,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",29.56,100,Drilled Shafts,http://dummyimage.com/168x100.png/cc0000/ffffff,2/20/2025
571,38,"Wine - Cahors Ac 2000, Clos","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",49.94,76,Framing (Steel),http://dummyimage.com/114x100.png/5fa2dd/ffffff,6/6/2024
572,24,Shrimp - Tiger 21/25,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,30.84,88,Fire Protection,http://dummyimage.com/207x100.png/ff4444/ffffff,3/11/2025
573,3,Crab Meat Claw Pasteurise,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",78.49,60,Elevator,http://dummyimage.com/181x100.png/ff4444/ffffff,11/6/2024
574,48,Table Cloth 54x72 White,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",5.38,26,Structural & Misc Steel Erection,http://dummyimage.com/201x100.png/ff4444/ffffff,11/7/2024
575,24,"Tomatoes - Diced, Canned","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",19.05,7,Retaining Wall and Brick Pavers,http://dummyimage.com/112x100.png/5fa2dd/ffffff,8/26/2024
576,4,Wine - Chardonnay Mondavi,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",43.92,14,Sitework & Site Utilities,http://dummyimage.com/180x100.png/dddddd/000000,5/23/2024
577,10,"7up Diet, 355 Ml","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",24.69,10,Soft Flooring and Base,http://dummyimage.com/173x100.png/cc0000/ffffff,12/5/2024
578,7,Truffle Cups - White Paper,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",72.76,93,Masonry,http://dummyimage.com/104x100.png/cc0000/ffffff,6/28/2024
579,22,"Lamb - Shoulder, Boneless","Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",80.34,61,Fire Protection,http://dummyimage.com/145x100.png/ff4444/ffffff,1/6/2025
580,50,Cheese - Fontina,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",26.52,76,Exterior Signage,http://dummyimage.com/210x100.png/ff4444/ffffff,11/8/2024
581,44,Basil - Seedlings Cookstown,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",82.55,79,Structural & Misc Steel Erection,http://dummyimage.com/161x100.png/5fa2dd/ffffff,8/5/2024
582,1,"Split Peas - Green, Dry","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",99.31,22,Exterior Signage,http://dummyimage.com/127x100.png/cc0000/ffffff,8/30/2024
583,39,Bread - Corn Muffaletta,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,30.48,53,Drywall & Acoustical (FED),http://dummyimage.com/171x100.png/dddddd/000000,6/18/2024
584,5,Cookie Dough - Chocolate Chip,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",98.82,95,Framing (Steel),http://dummyimage.com/213x100.png/5fa2dd/ffffff,6/7/2024
585,18,Basil - Thai,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,77.13,50,Masonry,http://dummyimage.com/145x100.png/dddddd/000000,4/3/2025
586,45,Beef - Short Ribs,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",75.79,58,Curb & Gutter,http://dummyimage.com/223x100.png/cc0000/ffffff,2/7/2025
587,41,Wasabi Paste,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",61.41,52,Drywall & Acoustical (MOB),http://dummyimage.com/147x100.png/cc0000/ffffff,8/8/2024
588,23,Appetizer - Crab And Brie,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,44.8,74,Framing (Steel),http://dummyimage.com/161x100.png/5fa2dd/ffffff,3/22/2025
589,38,Container Clear 8 Oz,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",45.6,38,Construction Clean and Final Clean,http://dummyimage.com/137x100.png/ff4444/ffffff,6/27/2024
590,41,The Pop Shoppe - Black Cherry,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",87.87,31,Prefabricated Aluminum Metal Canopies,http://dummyimage.com/162x100.png/5fa2dd/ffffff,2/25/2025
591,40,Bouillion - Fish,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",21.37,68,Soft Flooring and Base,http://dummyimage.com/169x100.png/cc0000/ffffff,12/13/2024
592,23,Dikon,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",3.01,82,Marlite Panels (FED),http://dummyimage.com/142x100.png/cc0000/ffffff,12/27/2024
593,4,Oysters - Smoked,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",35.62,70,Construction Clean and Final Clean,http://dummyimage.com/135x100.png/ff4444/ffffff,5/18/2024
594,4,Rabbit - Legs,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",3.66,63,Masonry & Precast,http://dummyimage.com/171x100.png/ff4444/ffffff,1/28/2025
595,37,Wine - Malbec Trapiche Reserve,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",7.38,7,HVAC,http://dummyimage.com/149x100.png/cc0000/ffffff,9/13/2024
596,26,"Crush - Grape, 355 Ml","Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",17.16,24,Structural and Misc Steel (Fabrication),http://dummyimage.com/106x100.png/dddddd/000000,3/16/2025
597,9,Oven Mitts 17 Inch,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",49.57,98,Epoxy Flooring,http://dummyimage.com/165x100.png/5fa2dd/ffffff,9/25/2024
598,5,Cherries - Frozen,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",76.66,21,Exterior Signage,http://dummyimage.com/185x100.png/ff4444/ffffff,2/16/2025
599,26,Cheese - Shred Cheddar / Mozza,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",89.49,25,Structural & Misc Steel Erection,http://dummyimage.com/231x100.png/ff4444/ffffff,6/23/2024
600,38,Pepper - Sorrano,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",68.38,92,Casework,http://dummyimage.com/134x100.png/5fa2dd/ffffff,3/8/2025
601,22,Marjoram - Fresh,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,58.88,79,Prefabricated Aluminum Metal Canopies,http://dummyimage.com/104x100.png/5fa2dd/ffffff,10/24/2024
602,4,Cheese - Valancey,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",88.04,62,Waterproofing & Caulking,http://dummyimage.com/103x100.png/5fa2dd/ffffff,1/10/2025
603,35,"Pasta - Detalini, White, Fresh","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",63.9,44,Painting & Vinyl Wall Covering,http://dummyimage.com/135x100.png/5fa2dd/ffffff,5/31/2024
604,29,"Tomatoes - Plum, Canned","Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",93.77,31,Framing (Steel),http://dummyimage.com/199x100.png/ff4444/ffffff,6/6/2024
605,50,Beef - Tender Tips,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",48.72,95,Site Furnishings,http://dummyimage.com/100x100.png/dddddd/000000,12/31/2024
606,46,"Oranges - Navel, 72","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",61.32,52,Masonry,http://dummyimage.com/203x100.png/cc0000/ffffff,4/27/2024
607,30,Tea - Jasmin Green,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,66.53,29,Retaining Wall and Brick Pavers,http://dummyimage.com/120x100.png/ff4444/ffffff,5/1/2024
608,42,Scampi Tail,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",43.95,87,Roofing (Metal),http://dummyimage.com/191x100.png/cc0000/ffffff,10/2/2024
609,34,Parsnip,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",52.51,1,Casework,http://dummyimage.com/215x100.png/cc0000/ffffff,8/16/2024
610,15,Chips Potato Swt Chilli Sour,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",20.87,36,Roofing (Asphalt),http://dummyimage.com/221x100.png/cc0000/ffffff,1/8/2025
611,44,Irish Cream - Baileys,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",27.4,13,Drywall & Acoustical (MOB),http://dummyimage.com/136x100.png/dddddd/000000,3/17/2025
612,31,Heavy Duty Dust Pan,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",94.58,65,Glass & Glazing,http://dummyimage.com/230x100.png/cc0000/ffffff,6/1/2024
613,45,Lobster - Cooked,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",51.41,11,Soft Flooring and Base,http://dummyimage.com/104x100.png/5fa2dd/ffffff,6/3/2024
614,25,Oranges,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",21.64,73,Elevator,http://dummyimage.com/182x100.png/dddddd/000000,4/25/2024
615,49,"Potatoes - Yukon Gold, 80 Ct","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",23.07,34,Roofing (Asphalt),http://dummyimage.com/195x100.png/cc0000/ffffff,9/29/2024
616,32,Muffin - Blueberry Individual,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,16.66,4,Casework,http://dummyimage.com/151x100.png/dddddd/000000,10/3/2024
617,13,Tequila - Sauza Silver,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",52.44,5,Asphalt Paving,http://dummyimage.com/200x100.png/5fa2dd/ffffff,1/26/2025
